en_common_name,pt_common_name,work_species,work_author,variety,family,growth_form_1,growth_form,life_cycle,stratum,light_demand,initial_harvest_yrs,max_initial_harvest_yrs,production_longevity_yrs,apical_pruning_yrs,deciduousness,height_m,estage,function,pollination_syndrome,dispersal_syndrome,threat_status,establishment,habitat,spacing,occurrence,
,embirucu,Pseudobombax grandiflorum,(Cav.) A.Robyns,,Malvaceae,tree,tree,perennial,high,6,,,50,,evergreen,,,,,,,endemic,Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial),,BR-AL|BR-BA|BR-MA|BR-MG|BR-RJ|BR-SE|BR-SP,
dill,endro,Anethum graveolens,L.,,Apiaceae,herb,forb,annual,,,0.083,0.167,0.167,,annual,,,,,,,naturalized,,,BR-ES|BR-SC|BR-SP,
mulungu,eritrina,Erythrina verna,Vell.,,Fabaceae,tree,tree,perennial,,,,,,,,,,,,,,endemic,Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),,BR-AC|BR-ES|BR-MG|BR-RJ|BR-SP,
lemon balm,erva-cidreira,Melissa officinalis,L.,,Lamiaceae,herb,forb,perennial,,,0.25,0.333,,,,,,,,,,,,,,
,erva-de-macuco,Bathysa australis,(A.St.-Hil.) K.Schum.,,Rubiaceae,tree,tree,perennial,,,,,,,,,,,,,,native,Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),,BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
,erva-de-rato,Palicourea blanchetiana,Schltdl.,,Rubiaceae,shrub,shrub,perennial,,,,,,,,,,,,,,endemic,Floresta Ombrófila (= Floresta Pluvial)|Restinga,,BR-BA|BR-ES|BR-MG|BR-PE,
crystalline ice plant,erva-do-orvalho,Mesembryanthemum crystallinum,L.,,Aizoaceae,herb,forb,biennial,,,0.083,,2,,,,,,,,,,,,,
catnip,erva-dos-gatos,Nepeta cataria,L.,,Lamiaceae,herb,forb,perennial,,,,,,,,,,,,,,,,,,
yerba mate,erva-mate,Ilex paraguariensis,A.St.-Hil.,,Aquifoliaceae,tree,tree,perennial,,,,,,,,,,,,,,native,Floresta Ciliar ou Galeria|Floresta Estacional Perenifólia|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista,,BR-BA|BR-DF|BR-MG|BR-MS|BR-PR|BR-RS|BR-SC|BR-SP,
pea,ervilha,Lathyrus oleraceus,Lam.,,Fabaceae,climber,vine,annual,high,6,0.167,0.194,0.5,,annual,,,,,,,,,,,
spinach,espinafre,Spinacia oleracea,L.,,Amaranthaceae,herb,forb,annual,low-medium,3,0.222,0.333,0.5,,annual,,placenta1e2,,,,,cultivated,Área Antrópica,0.4x0.4,BR-BA|BR-MG|BR-RS|BR-SP,
New Zealand spinach,espinafre-da-nova-zelandia,Tetragonia tetragonoides,(Pall.) Kuntze,,Aizoaceae,herb,forb,annual,low-medium,3,0.139,0.222,0.222,,annual,,,,,,,naturalized,Área Antrópica|Restinga,,BR-BA|BR-CE|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
,espinheira-santa,Maytenus aquifolium,Mart.,,Celastraceae,shrub,shrub,perennial,,,,,,,evergreen,12,,,,,,,,,,
tarragon,estragao,Artemisia dracunculus,L.,,Asteraceae,herb,forb,perennial,low-medium,3,0.167,,3,,semi.evergreen,,,,,,,,,,,
eucalyptus,eucalipto,Eucaliptus sp.,,,Myrtaceae,tree,tree,perennial,emergent,8,3,15,20,1.5,evergreen,,secundario2e3,environmental uses;materials,,,,,,1.5x10,,
,farinha-seca,Pseudalbizzia niopoides,(Spruce ex Benth.) E.J.M.Koenen & Duno,,Fabaceae,tree,tree,perennial,high,6,,,50,,evergreen,,,,,,,,,,,
broad bean,fava,Vicia faba,L.,,Fabaceae,climber,vine,annual,medium-high,5,0.222,0.75,0.5,,annual,,placenta1e2,,,,,,,1x0.5,,
Large-Flowered Cassia,fedegozao,Senna macranthera,(DC. ex Collad.) H.S.Irwin & Barneby,,Fabaceae,tree,tree,perennial,high,6,1.5,,,,,,,,,,,native,Área Antrópica|Caatinga (stricto sensu)|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga,,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-SC|BR-SE|BR-SP|BR-TO,
common bean,feijao,Phaseolus vulgaris,L.,,Fabaceae,herb,forb,annual,low-medium,3,0.222,0.278,0.278,,annual,,placenta1,,,,,cultivated,Área Antrópica,0.5x0.2,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,
adzuki bean,feijao-adzuki,Vigna angularis,(Willd.) Ohwi & H.Ohashi,,Fabaceae,climber,vine,annual,low,2,0.333,0.333,0.333,,annual,,,,,,,,,,,
rice beans,feijao-arroz,Vigna umbellata,(Thunb.) Ohwi & H.Ohashi,,Fabaceae,herb,vine,annual,,,0.33,0.4,1,,annual,2,,human food,,,,,,,,
Bambara groundnut,feijao-bambara,Vigna subterranea,(L.) Verdc.,,Fabaceae,herb,forb,annual,,,0.3,0.6,1,,annual,0.4,,human food,,,,,,,,
,feijao-catador,Vigna unguiculata,(L.) Walp.,,Fabaceae,climber,vine,annual,,,,,1,,annual,,,,,,,cultivated,Área Antrópica,,BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RN|BR-SP,
runner bean,feijao-da-espanha,Phaseolus coccineus,L.,,Fabaceae,climber,vine,annual,,,0.25,0.333,0.333,,annual,,,,,,,,,,,
lima bean,feijao-de-lima,Phaseolus lunatus,L.,,Fabaceae,climber,vine,annual,,,0.236,0.306,0.306,,annual,,,,,,,naturalized,Área Antrópica|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),,BR-CE|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SP,
jack beans,feijao-de-porco,Canavalia ensiformis,(L.) DC.,,Fabaceae,herb,forb,annual,low-medium,3,0.25,0.333,0.333,,annual,,placenta1e2,,,,,cultivated,Área Antrópica|Floresta de Terra Firme,0.6x0.75,BR-AM|BR-BA|BR-CE|BR-DF|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SP|BR-TO,
pigeon pea,feijao-guandu,Cajanus cajan,(L.) Huth,,Fabaceae,shrub,shrub,perennial,high,6,0.417,1,3,,evergreen,3.5,,human food;animal food,,,,cultivated,Área Antrópica,,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,
shortleaf fig,figo,Ficus citrifolia,Mill.,,Moraceae,tree,tree,perennial,high,6,3,,55,,evergreen,,secundaria2e3,,,,,,,3x2,,
royal poinciana,flamboia,Delonix regia,(Bojer ex Hook.) Raf.,,Fabaceae,tree,tree,perennial,high,6,6,12,,,,,,,,,,cultivated,Área Antrópica,,BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP,
large leaf flemingia,flemingia-waras,Flemingia macrophylla,(Willd.) Kuntze ex Merr.,,Fabaceae,shrub,shrub,perennial,low-medium,3,1,,,,deciduous,4,,environmental uses,,,,,,,,
sugar apple,fruta-do-conde,Annona squamosa,L.,,Annonaceae,tree,tree,perennial,high,6,2,,50,,evergreen,6,,human food,,,,cultivated,,,BR-AM,
breadfruit,fruta-pao,Artocarpus altilis,(Parkinson) Fosberg,,Moraceae,tree,tree,perennial,high,6,3,5,55,,evergreen,,secundaria2e3,,,,,naturalized,Área Antrópica|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica,8x8,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-SP,
bug tree,fumo-bravo,Solanum mauritianum,Scop.,,Solanaceae,tree,tree,perennial,high,6,,,10,,evergreen,,,,,,,native,Área Antrópica|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista,,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
fennel,funcho,Foeniculum vulgare,Mill.,,Apiaceae,herb,forb,annual,,,0.222,0.278,0.300,,annual,,,,,,,naturalized,Área Antrópica,,BR-PR|BR-RS|BR-SC,
,gabiroba,Campomanesia xanthocarpa,(Mart.) O.Berg,,Myrtaceae,tree,tree,perennial,medium,4,6,,,,deciduous,25,,human food,,,,native,Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista,,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
,gabiroba-branca,Campomanesia neriiflora,(O.Berg) Nied.,,Myrtaceae,tree,tree,perennial,,,,,,,,,,,,,,endemic,Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista,,BR-PR|BR-SP,
ginger,gengibre,Zingiber officinale,Roscoe,,Zingiberaceae,herb,forb,perennial,low-medium,3,0.583,1,3,,semi.evergreen,,placenta1e2,,,,,,,0.7x0.3,,
sesame,gergelim,Sesamum indicum,L.,,Pedaliaceae,herb,forb,annual,high-emergent,7,0.25,0.305,0.5,,annual,,placenta1e2,,,,,,,1x0.2,,
Brazilian ginseng,ginseng-brasileiro,Pfaffia glomerata,(Spreng.) Pedersen,,Amaranthaceae,shrub,shrub,perennial,,,1,,1,,deciduous,2,,medicines;materials,,,,native,Floresta Ciliar ou Galeria,1x0.5,BR-AM|BR-AP|BR-BA|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP,
sunflower,girassol,Helianthus annuus,L.,,Asteraceae,herb,forb,annual,high-emergent,7,0.194,0.361,0.5,,annual,,placenta1e2,,,,,cultivated,Área Antrópica,1x0.5,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PE|BR-PI|BR-PR|BR-RN|BR-SC|BR-SE|BR-SP,
Jerusalem artichoke,girassol-batateiro,Helianthus tuberosus,L.,,Asteraceae,herb,forb,annual,,,0.333,0.417,0.417,,annual,,,,,,,,,,,
gliricidia,gliricidia,Gliricidia sepium,(Jacq.) Kunth,,Fabaceae,tree,tree,perennial,medium-high,5,1,2,55,1,evergreen,,,N fix,,,,naturalized,Área Antrópica,,BR-AM|BR-BA|BR-CE|BR-ES|BR-GO|BR-MG|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-SP,
guava,goiaba,Psidium guajava,L.,,Myrtaceae,tree,tree,perennial,high,6,3,,50,,evergreen,6,secundaria2e3,human food;materials,,,,naturalized,,7x7,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,
Jamaican nettletree,grandiuva,Trema micranthum,(L.) Blume,,Cannabaceae,tree,tree,perennial,high-emergent,7,,,,6,semi.evergreen,20,,materials;animal food,,,,,,,,
soursop,graviola,Annona muricata,L.,,Annonaceae,tree,tree,perennial,medium,4,3,4,50,,evergreen,,secundaria2e3,,,,,,,6x6,,
Brazil cherry,grumixama,Eugenia brasiliensis,Lam.,,Myrtaceae,tree,tree,perennial,medium,4,5,,55,,evergreen,15,secundaria2e3,human food;materials,,,,endemic,Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga,5x4,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,
guabiyu,guabiju,Myrcianthes pungens,(O.Berg) D.Legrand,,Myrtaceae,tree,tree,perennial,,,,,,,evergreen,25,,,,,,native,Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila Mista,,BR-DF|BR-GO|BR-MG|BR-MS|BR-PR|BR-RS|BR-SC|BR-SP,
,guabiroba,Campomanesia guaviroba,(DC.) Kiaersk.,,Myrtaceae,tree,tree,perennial,medium,4,,,,,evergeen,20,,human food;materials,,,,native,Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista,,BR-AM|BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,
,guabiroba-crespa,Campomanesia reitziana,D.Legrand,,Myrtaceae,tree,tree,perennial,medium-high,5,,,,,evergreen,,,,,,,endemic,Floresta Ombrófila (= Floresta Pluvial)|Restinga,,BR-PR|BR-SC,
,guabiroba-sabor-maracuja,Campomanesia eugenioides,(Cambess.) D.Legrand ex Landrum,,Myrtaceae,shrub,shrub,perennial,high,6,3,,,,deciduous,7,,human food;materials,,,,endemic,Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Restinga,,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SC|BR-SP|BR-TO,
,guamirim-cereja,Eugenia florida,DC.,,Myrtaceae,tree,tree,perennial,high,6,,,,,evergreen,9,,human food;materials,,,,endemic,Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),,BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,
,guamirim-gembala,Neomitranthes gemballae,(D.Legrand) D.Legrand,,Myrtaceae,tree,tree,perennial,medium-high,5,,,,,semi.evergreen,12,,human food;materials,,,,endemic,Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista,,BR-PR|BR-RS|BR-SC,
,guanandi,Calophyllum brasiliense,Cambess.,,Calophyllaceae,tree,tree,perennial,medium,4,5,6,50,,evergreen,25,,materials,,,,native,Campinarana|Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Palmeiral|Restinga,,BR-AC|BR-AM|BR-BA|BR-ES|BR-GO|BR-MG|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RR|BR-SC|BR-SP|BR-TO,
Brazilian fern tree,guapuruvu,Schizolobium parahyba,(Vell.) S.F.Blake,,Fabaceae,tree,tree,perennial,emergent,8,5,8,15,,semi.evergreen,25,,materials,,,,native,Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP,
,guaricica,Vochysia bifalcata,Warm.,,Vochysiaceae,tree,tree,perennial,,,,,20,,,25,,,,,,endemic,Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial),,BR-PR|BR-RJ|BR-SP,
glassywood,guarita,Astronium graveolens,Jacq.,,Anacardiaceae,tree,tree,perennial,high,6,,,55,,evergreen,,,,,,,native,Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-SE|BR-SP|BR-TO,
wild honey tree,guassatunga,Casearia decandra,Jacq.,,Salicaceae,tree,tree,perennial,,,,,,,,18,,,,,,native,Caatinga (stricto sensu)|Campo de Altitude|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga,,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,
,guatambu,Balfourodendron riedelianum,(Engl.) Engl.,,Rutaceae,tree,tree,perennial,medium,4,26,,55,,evergreen,35,,materials,,,,native,Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),,BR-MG|BR-MS|BR-PR|BR-RS|BR-SC|BR-SP,
,jacaranda-paulista,Machaerium villosum,Vogel,,Fabaceae,tree,tree,perennial,,,,,,,evergreen,15,,N fix,,,,native,Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual,,BR-BA|BR-CE|BR-DF|BR-GO|BR-MG|BR-MS|BR-PI|BR-PR|BR-SP,
catole palm,gueroba,Syagrus oleracea,(Mart.) Becc.,,Arecaceae,palm,palm,perennial,high,6,3,6,,,evergreen,,,,,,,endemic,Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Vegetação Sobre Afloramentos Rochosos,,BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SP|BR-TO,
,heliconia,Heliconia farinosa,Raddi,,Heliconiaceae,herb,forb,perennial,medium,4,1,,,,,,,,,,,endemic,Floresta Ombrófila (= Floresta Pluvial),,BR-ES|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
hibiscus,hibisco,Hibiscus rosa-sinensis,L.,,Malvaceae,subshrub,subshrub,perennial,,,,,,,,5,,,,,,,,,,
hyssop,hissopo,Hyssopus officinalis,L.,,Lamiaceae,subshrub,subshrub,perennial,low-medium,3,0.167,0.25,,,,,,,,,,,,,,
mint,hortela,Mentha x piperita,L.,,Lamiaceae,herb,forb,perennial,ground,0,0.333,,3,,semi.evergreen,,placenta1e2,,,,,,,0.3x0.3,,
,imbira,Eriotheca candolleana,(K.Schum.) A.Robyns,,Malvaceae,tree,tree,perennial,,,,,,,,24,,,,,,endemic,Cerrado (lato sensu)|Floresta Estacional Semidecidual,,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-RJ|BR-SP,
maripa palm,inaja,Attalea maripa,(Aubl.) Mart.,,Arecaceae,palm,palm,perennial,,,,,,,evergreen,,,,,,,native,Área Antrópica|Campinarana|Floresta de Terra Firme|Floresta de Várzea,,BR-AC|BR-AM|BR-MA|BR-MS|BR-MT|BR-PA|BR-RO,
,indaia,Attalea dubia,(Mart.) Burret,,Arecaceae,palm,palm,perennial,high,6,,,55,,evergreen,,,,,,,endemic,Área Antrópica|Floresta Ombrófila (= Floresta Pluvial),,BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP,
,inga,Inga capitata,Desv.,,Fabaceae,tree,tree,perennial,high,6,2,,10,,evergreen,,secundaria1e2,,,,,native,Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga,7x7,BR-AC|BR-AM|BR-AP|BR-BA|BR-ES|BR-MA|BR-MG|BR-PA|BR-PB|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SE|BR-SP,
,inga-anao-de-flor-rosa,Inga vulpina,Mart. ex Benth.,,Fabaceae,tree,tree,perennial,,,,,,,,5,,,,,,endemic,Área Antrópica|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial),,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,
,inga-banana,Inga vera,Willd.,,Fabaceae,tree,tree,perennial,medium-high,5,,,,,deciduous,25,,human food,,,,native,Área Antrópica|Campo rupestre|Cerrado (lato sensu)|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual,,BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,
,inga-de-macaco,Inga sessilis,Mart.,,Fabaceae,tree,tree,perennial,high,6,5,,,,evergreen,25,,human food;materials,,,,endemic,Área Antrópica|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista,,BR-BA|BR-ES|BR-MG|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
ice cream bean,inga-de-metro,Inga edulis,Mart.,,Fabaceae,tree,tree,perennial,medium-high,5,2,,,,,28,,human food;materials,,,,native,Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga,,BR-AC|BR-AM|BR-AP|BR-BA|BR-ES|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SC|BR-SP,
,inga-feijao,Inga marginata,Willd.,,Fabaceae,tree,tree,perennial,medium-high,5,,,,,evergreen,20,,human food;environmental uses,,,,native,Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),,BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP,
,inga-mirim,Inga sellowiana,Benth.,,Fabaceae,tree,tree,perennial,high,6,,,50,,evergreen,,,,,,,endemic,Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga,,BR-PR|BR-RJ|BR-SC|BR-SP,
,inga-preto,Inga thibaudiana,DC.,,Fabaceae,tree,tree,perennial,,,,,,,,,,,,,,native,Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial),,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SP,
yam,inhame,Dioscorea cayennensis subsp. rotundata,(Poir.) J.Miege,,Arecaceae,herb,forb,annual,medium-high,5,0.417,0.5,0.5,,annual,,placenta2,,,,,,,1.2x0.7,,
inhutinga,inhutinga,Solanum pseudoquina,A.St.-Hil.,,Solanaceae,tree,tree,perennial,,,,,,,,,,,,,,native,Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga,,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
trumpet tree,ipe,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,,Bignoniaceae,tree,tree,perennial,high-emergent,7,30,>,55,,deciduous,49,,materials;medicines,,,,native,Área Antrópica|Carrasco|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos,,BR-AC|BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RN|BR-RO|BR-SE|BR-SP|BR-TO,
yellow trumpet tree,ipe-amarelo,Handroanthus chrysotrichus,(Mart. ex DC.) Mattos,,Bignoniaceae,tree,tree,perennial,high-emergent,7,8,25,55,8,deciduous,,climax,materials,,,,native,Carrasco|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos,,BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
white trumpet tree,ipe-branco,Tabebuia roseoalba,(Ridl.) Sandwith,,Bignoniaceae,tree,tree,perennial,high-emergent,7,30,>,55,,evergreen,,secundaria3,,,,,native,Área Antrópica|Carrasco|Cerrado (lato sensu)|Floresta Estacional Decidual,,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RN|BR-SE|BR-SP|BR-TO,
,ipe-da-serra,Handroanthus albus,(Cham.) Mattos,,Bignoniaceae,tree,tree,perennial,high-emergent,7,,,,,deciduous,30,,materials,,,,native,Campo rupestre|Floresta Ombrófila (= Floresta Pluvial),,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
trumpet bush,ipe-de-jardim,Tecoma stans,(L.) Juss. ex Kunth,,Bignoniaceae,shrub,shrub,perennial,,,,,,,,,,,,,,naturalized,Área Antrópica|Carrasco|Cerrado (lato sensu),,BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-RJ|BR-SC|BR-SP,
,ipe-do-brejo,Handroanthus umbellatus,(Sond.) Mattos,,Bignoniaceae,tree,tree,perennial,medium-high,5,,,,,deciduous,15,,materials,,,,endemic,Floresta Ombrófila (= Floresta Pluvial),,BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
purple trumpet tree,ipe-roxo,Handroanthus heptaphyllus,(Vell.) Mattos,,Bignoniaceae,tree,tree,perennial,high-emergent,7,6,18,55,6,deciduous,,climax,materials,,,,native,Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),,BR-BA|BR-CE|BR-ES|BR-MG|BR-MS|BR-MT|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,
